system:index,analysisAreaSqKm,analysisEnd,analysisStart,boundaryVersion,calibrationVersion,cloudMaskMethod,cloudScoreMinimum,collection,coveragePercent,crs,dataStatus,dateEnd,dateStart,denominatorId,greenAreaSqKm,greenCoverPercent,imageCount,imageIds,kind,localityId,localityName,methodVersion,methodologyVersion,metric,minimumCoveragePercent,minimumObservations,polygonAreaSqKm,publishableRanking,qualityStatus,referenceSha256,reviewStatus,runId,scaleMeters,sceneCloudMaximum,sceneCount,seasonYear,threshold,thresholdDecisionId,validLandAreaSqKm,waterMaskVersion,waterNdwiThreshold,.geo
0,4.817875762100552,2026-02-28,2025-11-01,mumbai-localities-v0.2,andheri-sr-dry2026-v1,Cloud Score+ cs_cdf >= 0.60; valid B2/B3/B4/B8 masks; median clear composite,0.6,COPERNICUS/S2_SR_HARMONIZED,100.0,EPSG:32643,calculated,2026-03-01,2025-11-01,andheri-sr-dry2026-v1-final-observed-land,1.934924661478349,40.161364821801435,51,20251102T053909_20251102T055236_T42QZG;20251107T054041_20251107T055239_T42QZG;20251107T054041_20251107T055239_T43QBB;20251109T054251_20251109T054830_T42QZG;20251109T054251_20251109T054830_T43QBB;20251112T053959_20251112T054504_T42QZG;20251112T053959_20251112T054504_T43QBB;20251117T054131_20251117T055324_T42QZG;20251117T054131_20251117T055324_T43QBB;20251122T054039_20251122T055232_T42QZG;20251122T054039_20251122T055232_T43QBB;20251127T054211_20251127T054451_T42QZG;20251127T054211_20251127T054451_T43QBB;20251202T054109_20251202T054915_T42QZG;20251202T054109_20251202T054915_T43QBB;20251207T054231_20251207T054229_T42QZG;20251207T054231_20251207T054229_T43QBB;20251212T054139_20251212T055033_T42QZG;20251212T054139_20251212T055033_T43QBB;20251217T054241_20251217T054244_T42QZG;20251217T054241_20251217T054244_T43QBB;20251219T054301_20251219T054255_T42QZG;20251219T054301_20251219T054255_T43QBB;20251227T054241_20251227T054244_T42QZG;20251227T054241_20251227T054244_T43QBB;20260101T054139_20260101T054937_T42QZG;20260101T054139_20260101T054937_T43QBB;20260106T054231_20260106T054230_T42QZG;20260106T054231_20260106T054230_T43QBB;20260108T054251_20260108T054828_T42QZG;20260108T054251_20260108T054828_T43QBB;20260111T054109_20260111T054848_T42QZG;20260111T054109_20260111T054848_T43QBB;20260116T054201_20260116T054157_T42QZG;20260116T054201_20260116T054157_T43QBB;20260121T054039_20260121T055143_T42QZG;20260121T054039_20260121T055143_T43QBB;20260126T054111_20260126T055305_T42QZG;20260126T054111_20260126T055305_T43QBB;20260131T053949_20260131T054831_T42QZG;20260131T053949_20260131T054831_T43QBB;20260205T054021_20260205T055151_T42QZG;20260205T054021_20260205T055151_T43QBB;20260210T053849_20260210T055308_T42QZG;20260210T053849_20260210T055308_T43QBB;20260215T053921_20260215T054821_T42QZG;20260215T053921_20260215T054821_T43QBB;20260220T053749_20260220T054822_T42QZG;20260220T053749_20260220T054822_T43QBB;20260225T053811_20260225T054929_T42QZG;20260225T053811_20260225T054929_T43QBB,current,andheri-west-core,Andheri West Core,level1-1.0,level1-1.0,Satellite-derived green cover estimate,90,3,4.854007735900672,false,review-required,d11cb05911896c732b6448e05831aecae91e12ff3559b1445c5d342710789a27,human-approved,andheri-sr-dry2026-v1-final,10,60,51,2025,0.35,andheri-sr-dry2026-v1,4.817875762100552,ndwi-union-1.0,0,
